小規劃統計區－大合併組,小規劃統計區－大合併組（英文名稱),小規劃統計區－大合併組（中文名稱),總人口,男性,女性,性別比率（即男性數目與每千名女性相對的比率）,15歲以下,15至24歲,25至44歲,45至64歲,65歲及以上,男女合計,男性.1,女性.1,香港,中國內地／澳門／台灣,其他地方,華人,菲律賓人,印尼人,白人,其他(1),從未結婚,已婚,喪偶,離婚,分居,從未結婚.1,已婚.1,喪偶.1,離婚.1,分居.1,廣州話,普通話,其他中國方言,英語,其他語言,能閱讀中文的5歲及以上人口比例,能閱讀英文的5歲及以上人口比例,能書寫中文的5歲及以上人口比例,能書寫英文的5歲及以上人口比例,未受教育／學前教育,小學,初中,高中,專上教育：文憑／證書,專上教育：副學位課程,專上教育：學位課程,同區就讀(3),跨區就讀（上課地點為香港島）,跨區就讀（上課地點為九龍）,跨區就讀（上課地點為新市鎮）,跨區就讀（上課地點為新界其他地區）,勞動人口,男性.2,女性.2,男女合計.1,男性.3,女性.3,工作人口,僱員（包括外發工）,僱主,自營作業者,無酬家庭從業員,非工作人口,料理家務者,學生,退休人士,無酬照顧者(6),其他,同區工作(7),跨區工作（工作地點為香港島）,跨區工作（工作地點為九龍）,跨區工作（工作地點為新市鎮）,跨區工作（工作地點為新界其他地區）,無固定地點／水上,於家中工作,香港以外地方工作,"少於 6,000","6,000 - 9,999","10,000 - 19,999","20,000 - 29,999","30,000 - 39,999","40,000 - 59,999","60,000 及以上",男女合計.2,男性.4,女性.4,"少於 6,000.1","6,000 - 9,999.1","10,000 - 19,999.1","20,000 - 29,999.1","30,000 - 39,999.1","40,000 - 59,999.1","60,000 及以上.1",男女合計.3,男性.5,女性.5,經理,專業人員,輔助專業人員,文書支援人員,服務及銷售人員,工藝及有關人員,機台及機器操作員及裝配員,非技術工人,漁農業熟練工人及不能分類的職業,製造業,建造業,進出口、批發及零售業,運輸、倉庫、郵政及速遞服務業,住宿及膳食服務業,資訊及通訊業,金融及保險業,地產、專業及商用服務業,公共行政、教育、人類醫療保健及社工活動,雜項社會及個人服務,其他(10),少於 18,18-34,35-44,45-54,55-64,65 及以上,家庭住戶數目,1,2,3,4,5,6 及以上,家庭住戶平均人數,由夫婦所組成(11),由夫婦及未婚子女所組成(12),由父或母親及未婚子女所組成(13),由夫婦及其中至少一個父或母親所組成(14),由夫婦、其中至少一個父或母親及其未婚子女所組成(15),由其他親屬關係組合所組成(16),單人住戶(17),非親屬關係住戶(18),"少於 6,000.2","6,000 - 9,999.2","10,000 - 19,999.2","20,000 - 29,999.2","30,000 - 39,999.2","40,000 - 59,999.2","60,000 及以上.2",家庭住戶每月收入（港元）中位數,"少於 6,000.3","6,000 - 9,999.3","10,000 - 19,999.3","20,000 - 29,999.3","30,000 - 39,999.3","40,000 - 59,999.3","60,000 及以上.3",從事經濟活動的家庭住戶(19)每月收入中位數（港元）,公營租住房屋,資助自置居所房屋,私人永久性房屋,非住宅用房屋,臨時房屋,公營租住房屋.1,資助自置居所房屋.1,私人永久性房屋.1,非住宅用房屋.1,臨時房屋.1,公營租住房屋.2,資助自置居所房屋.2,私人永久性房屋.2,非住宅用房屋.2,臨時房屋.2,1.1,2.1,3.1,4.1,5.1,6及以上,沒有自用廳房,自置，有按揭供款或借貸還款,自置，沒有按揭供款及借貸還款,全租,合租／二房東／三房客,免交租金,由僱主提供,由非住戶成員支付,"1 - 3,999","4,000 - 5,999","6,000 - 7,999","8,000 - 9,999","10,000 - 19,999.4","20,000 及以上",家庭住戶每月按揭供款及借貸還款（港元）中位數,家庭住戶每月按揭供款及借貸還款與收入比率中位數,"少於 2,000(20)","2,000 - 5,999","6,000 - 9,999.4","10,000 及以上",家庭住戶每月租金（港元）中位數,家庭住戶每月租金與收入比率中位數,家庭住戶的居所樓面面積中位數（平方米）(21),香港島,九龍,新市鎮,新界其他地區／水上,曾在同區遷居,仍居舊址(23),居於香港以外地方
156L,156 and 158,156 及 158,47847,20955,26892,779,4985,2924,12911,15674,11353,48.6,50.2,47.5,31922,9950,5975,42276,2277,1347,223,1724,4936,12528,503,368,11,6306,14540,2184,1368,118,39916,1110,964,2968,1409,88.5,80,86.8,78.1,875,3635,4238,12566,2813,2125,16610,2894,2134,581,316,53,25143,11553,13590,58.7,63,55.4,24002,22012,575,1403,12,23845,2192,6149,11394,767,3343,4730,6937,4350,1463,336,2275,3644,267,4236,833,4998,3761,2520,3112,4530,22000,30000,18000,1000,740,4998,3761,2520,3112,4530,28000,30000,25000,4418,4192,5326,2658,2312,406,438,4240,12,790,1177,3001,1013,848,1443,3829,3990,3861,3949,101,1256,1739,9450,7486,2537,1534,17547,3050,5543,4359,3085,1142,368,2.7,3983,6153,1643,291,612,1317,3050,498,1973,965,2515,1726,1445,2349,6574,40210,368,195,1484,1390,1310,2184,6354,56000,-,1392,16117,7,54,-,1392,16094,7,54,-,3908,43753,14,172,172,810,6740,6838,2539,405,43,3378,9684,3544,74,762,105,334,110,94,180,295,1379,986,15000,19,143,349,218,3013,17500,29.1,49,1498,524,1136,194,4790,35436,2792
157,157,157,50689,21273,29416,723,5930,3489,13953,16608,10709,47.3,48.5,46.6,32442,9444,8803,42635,2824,2007,289,2934,4681,12744,420,406,56,6774,15960,2172,1437,109,40438,1684,666,4002,2183,84.9,85.8,83.7,83.8,767,2511,4087,11457,3044,2438,20455,3393,2797,583,276,67,26614,11535,15079,59.5,63,57,25469,22670,1082,1646,71,25220,2669,7255,10899,876,3521,3959,6833,4786,1425,334,2241,5302,589,5469,1086,4053,2807,2252,3176,6555,25000,36310,17000,832,965,4053,2807,2252,3176,6555,35000,36310,35000,5015,5237,5122,2189,1760,280,406,5419,41,584,1033,3169,782,584,1249,4346,3748,4387,5495,92,1329,2196,9811,7670,2750,1713,17494,2586,5277,4290,3037,1910,394,2.9,4074,6529,1562,238,549,1277,2586,679,1597,779,2080,1646,1467,1826,8099,51580,290,184,1138,1220,1157,1547,7642,73070,436,-,17078,-,16,436,-,17042,-,16,717,-,49928,-,44,506,927,5410,6519,3688,443,1,3460,8461,4855,26,619,73,343,35,41,130,149,1195,1567,20000,18.6,208,473,255,4018,23000,30.7,56,1557,843,1225,113,5527,35542,4171
161,161,161,82183,36667,45516,806,7683,5439,21997,27242,19822,49.5,49.4,49.6,53140,23161,5882,76067,1609,1845,263,2399,9927,20522,838,1167,102,11424,23053,4848,2268,351,71738,1669,2660,2729,1266,89.9,70.9,87.9,67.9,4314,9363,11673,22978,5017,3912,17243,6596,1970,911,540,65,43910,20953,22957,58.9,64.4,54.7,41228,37423,1091,2552,162,40955,4033,9571,17380,1400,8571,9755,12008,6531,2234,738,5983,3439,540,5011,2183,14293,8366,4034,4209,2970,18310,20000,16000,2009,2139,14293,8366,4034,4209,2970,20000,20000,18000,4594,4277,8652,6456,6982,1959,1623,6631,54,987,2789,7336,2619,2762,1847,4083,7653,6617,4374,161,2808,3495,15619,12339,4217,2750,31480,7639,9490,7163,4695,1791,702,2.6,5579,9454,3122,552,971,3164,7639,999,3814,2940,5022,4771,3557,5118,6258,27540,726,699,3638,4394,3406,5021,6214,37040,5914,5553,19966,94,105,5907,5553,19855,60,105,14320,16884,49825,940,214,2897,6155,12839,6208,2833,544,4,5470,12846,12192,10,825,137,650,268,514,676,768,2050,544,10000,19.2,2663,4963,1145,3568,4070,23.4,34,1829,1791,2150,411,8100,62603,3303
162,162,162,18774,8193,10581,774,2003,1460,4776,6740,3795,48.8,50.8,47.7,14478,2441,1855,17066,792,627,80,209,1623,5181,126,193,59,2475,6015,725,359,15,16520,443,221,910,207,89.9,87.5,88.3,85.5,452,772,1392,5044,1221,747,7143,1291,1034,175,161,55,9966,4463,5503,59.4,62.1,57.4,9692,8800,396,486,10,9082,863,2720,3949,394,1156,1552,3011,1957,506,138,770,1610,148,1769,260,1676,1559,945,1439,2034,25000,35000,20000,360,257,1676,1559,945,1439,2034,30180,35000,28750,1685,1687,2204,1207,936,138,176,1659,-,241,427,1237,540,174,320,1555,1473,1993,1699,33,460,868,3775,3044,918,627,6317,805,1747,1897,1202,539,127,2.9,1447,2847,318,138,135,442,805,185,499,236,720,505,410,1004,2943,53070,44,27,304,338,328,929,2875,72000,-,-,6308,31,-,-,-,6313,4,-,-,-,18510,264,-,45,22,1657,2787,1496,310,-,1729,3169,1040,26,138,215,216,36,38,27,72,840,500,16660,18.3,25,223,35,998,17600,24.5,55,736,173,377,232,2217,13825,741
163,163,163,40894,18441,22453,821,3861,3062,11040,14380,8551,48.8,48.4,49.1,29737,9004,2153,38742,646,788,-,718,5235,10206,514,558,81,5719,11374,2132,1129,85,37399,277,929,696,439,92.8,72.8,90.8,70.2,1960,4971,5780,12290,2031,2170,7831,3113,1045,696,538,105,22956,11537,11419,62,69.5,55.9,21778,20029,339,1357,53,19116,2068,5080,7771,814,3383,5423,5988,3843,1360,222,3091,1602,249,2531,1224,8214,4313,2427,1967,1049,18000,20000,15000,1136,1208,8214,4313,2427,1967,1049,19000,20000,17000,1657,1880,4134,3991,4369,1226,1099,3367,55,913,1457,3364,1774,1386,677,1759,3784,4506,2057,101,1519,1583,7336,7734,2160,1446,14266,2149,4025,3910,2880,968,334,2.8,2458,5316,1806,339,412,1536,2149,250,1432,817,2505,2191,1586,2817,2918,30400,342,276,1883,2144,1508,2769,2918,38140,3718,3852,6682,12,1,3718,3847,6698,2,1,10347,10817,19497,232,1,882,2013,5752,4418,1164,27,10,2104,6720,4657,10,185,590,191,146,195,241,226,958,147,10500,17.8,1303,3122,144,688,2250,9.8,41,988,1158,833,259,3395,32122,1033
164L,164 - 165,164 - 165,54572,25397,29175,871,4126,4436,14112,18348,13550,51.3,49.5,52.3,34349,18319,1904,52435,346,667,31,1093,8438,13080,568,1228,62,7197,13500,4191,2033,149,49137,549,2218,518,808,91,59.8,88,56.5,4125,9686,11010,15067,2341,2084,6133,4244,916,710,330,72,28161,14822,13339,55.8,63.4,49.3,26020,23789,219,1959,53,28552,2580,6169,12340,1252,6211,7741,6306,3816,1547,434,4974,1072,130,2726,2111,12546,5588,1648,915,433,15000,16800,14000,1816,2111,12546,5588,1648,915,433,15300,16800,14500,1096,1050,4179,3890,7206,1890,1641,5033,35,1044,2426,4321,2506,2571,698,1219,5191,3761,2111,172,2072,2216,7516,9472,2781,1963,20091,4375,5820,5225,2652,1345,674,2.7,2872,5659,3073,262,827,2857,4375,166,2388,2371,4517,3591,2702,2804,1718,21340,638,595,3560,3536,2702,2776,1707,27600,13264,3318,3506,65,21,13248,3318,3496,8,21,35031,9811,9136,549,45,3195,4599,8586,3079,545,87,-,1374,4215,14066,-,228,208,227,246,158,152,145,384,62,8000,20.6,5913,7659,193,509,2070,12.4,34,941,730,719,289,3338,46026,1259
166,166,166,36634,17388,19246,903,2807,2838,9810,11703,9476,51.5,49.3,52.7,22328,12931,1375,35077,412,665,39,441,5712,9016,495,511,68,5056,9842,1947,1076,104,32932,310,2026,487,184,93.4,62.9,90.6,59.6,2055,5910,6364,10548,1696,1528,5726,2882,608,571,251,39,18743,9640,9103,55.4,61,50.5,17459,15823,337,1257,42,19175,2092,4175,8884,633,3391,4551,4658,2899,980,264,2960,1029,118,2269,1323,7284,3795,1415,917,414,16000,18000,14360,1462,1270,7284,3795,1415,917,414,16500,18000,15000,1126,1363,3118,2983,4005,1014,712,3045,93,545,1664,2778,1450,1777,635,1242,2899,2824,1523,122,1481,1509,5870,5664,1775,1160,12484,2301,3322,2654,2569,1042,596,2.9,1849,3550,1405,247,765,2199,2301,168,1386,1401,2299,1987,1668,2164,1579,25760,320,370,1555,1886,1644,2135,1579,32700,7007,5235,282,12,-,6964,5235,282,3,-,21276,14485,677,196,-,820,1600,6796,2825,390,53,-,714,4517,7050,-,200,3,135,111,24,53,45,272,74,10900,25.6,940,6037,4,72,2920,11.5,43,508,337,196,30,1869,32013,1002
167,167,167,54435,24479,29956,817,4851,3962,14578,19039,12005,50.3,50,50.6,38538,12828,3069,51361,1121,1162,40,751,6671,13805,755,638,40,7726,15457,2981,1411,100,49265,523,1247,1474,542,92,70.9,90,68.7,2867,7115,8468,15360,2608,2524,10642,4232,1410,736,436,11,28929,14094,14835,58.3,64.3,53.6,27383,25011,591,1755,26,27052,2532,6395,12000,1179,4946,6592,7840,4470,1434,444,3791,2519,293,3653,1477,9770,5576,2828,2204,1849,18000,20000,16000,1411,1463,9770,5576,2828,2204,1849,19500,20000,18500,2714,2947,5331,4409,4727,1205,1253,4727,70,1024,1664,4144,1851,1982,1148,2482,4553,5194,3201,140,1600,2104,8916,10048,2757,1958,17852,2152,4701,4754,3818,1741,686,3,2932,6448,2261,354,1000,2423,2152,282,1712,1083,2777,2448,2407,3128,4297,33210,266,139,2087,2312,2295,3087,4251,40090,5916,8352,3545,43,-,5916,8352,3545,39,-,18703,24645,10819,268,-,204,1086,7318,5601,3166,477,-,2432,8475,6487,-,414,44,362,67,213,235,73,1090,392,13000,22.4,1997,3954,32,548,2670,10.7,45,809,393,487,37,2688,47234,1407
171,171,171,20217,7732,12485,619,3080,1517,6384,6053,3183,42.7,44.3,42.3,9673,3273,7271,11997,3623,431,2210,1956,1356,4364,110,113,98,2949,6887,627,511,122,9232,1349,275,7470,827,64.3,90.2,61.4,88.3,387,650,1186,5353,950,488,8123,2021,1140,104,50,48,11415,4115,7300,66.6,68.1,65.8,11230,10026,603,531,70,8987,993,3648,2304,214,1828,833,3544,886,246,112,913,4445,251,3864,656,905,989,592,801,3353,20000,84620,5610,209,204,852,989,592,801,3353,50000,90000,33000,2296,2083,1641,501,317,41,35,4316,-,168,244,965,279,240,395,1801,1247,1621,4259,11,527,916,3261,3457,1383,1686,5147,542,793,1086,881,1152,693,3.7,1049,2508,373,32,157,215,542,271,231,157,304,312,188,480,3475,110650,5,20,160,252,162,369,3336,145410,-,-,4991,230,49,-,-,4991,107,49,-,-,19160,942,115,90,97,554,917,1682,1807,-,1181,1480,1912,-,119,455,70,44,-,-,-,93,974,43000,23.1,112,66,93,2096,50000,36.2,124,2000,436,245,159,2398,11222,2705
172,172,172,54741,24856,29885,832,4216,4202,13944,18274,14105,51.5,51.6,51.4,36436,15531,2774,51666,853,1109,87,1026,7637,13121,712,949,164,7812,14681,3751,1565,133,49615,699,1816,952,390,92,67.3,89.3,64,3214,8080,9055,15564,2812,2284,9516,3254,1941,570,442,55,28646,14281,14365,56.7,63.2,51.4,26544,24538,379,1583,44,28197,2422,5990,13641,868,5276,6091,8836,3407,1049,461,4162,2227,311,3402,1937,10987,4993,2160,1750,1271,15500,18000,14000,1602,1894,10987,4993,2160,1750,1271,17000,18000,15000,1925,2187,4604,3710,5776,1469,1621,5182,70,491,1791,4044,2245,2188,791,1727,5573,4490,3086,118,2118,2095,9016,8340,2858,2117,19666,3573,5592,5235,3354,1293,619,2.8,2882,6209,2856,377,712,2677,3573,380,2206,2029,3633,3382,2841,2639,2936,25080,376,391,2766,3267,2696,2570,2908,32420,9706,3831,5892,55,272,9667,3831,5896,-,272,26893,10648,15755,180,1265,3039,3994,7291,3559,1562,221,-,1397,6822,10726,30,624,67,229,58,77,188,90,489,266,12790,20,4871,4931,79,942,2120,10.5,37,1060,433,625,233,2874,46396,1858
173,173,173,58601,26847,31754,845,5665,4428,14979,19557,13972,49.5,49.2,49.8,42943,13032,2626,55905,739,983,81,893,7863,14003,833,1231,32,8335,15127,3737,1651,124,53182,593,1640,1339,418,88.9,62.4,85,59.9,5413,10154,8941,15135,2738,2480,8075,4532,2261,547,378,46,30915,15918,14997,58.4,66.4,51.8,29022,26911,370,1697,44,29579,2729,7351,11778,1512,6209,8447,8913,3130,1500,615,4348,1924,145,3500,1929,12611,5824,2513,1647,954,16000,18000,14120,1919,1880,12611,5824,2513,1647,954,17000,18000,15000,1793,2315,5297,4133,6581,1603,1967,5178,155,858,2087,4211,2949,2652,990,1982,5309,5078,2677,229,1743,2664,8653,10525,3068,2369,20510,3851,5594,5157,3688,1664,556,2.8,2885,6814,2544,279,1050,2647,3851,440,2221,1884,3923,3266,2760,3374,3082,25280,452,502,3052,3157,2723,3313,3030,32950,9338,1180,9771,300,1,9338,1180,9770,221,1,26119,3603,27808,1070,1,2456,3039,9950,4118,837,109,1,2392,5566,11867,30,383,272,183,118,386,317,209,1003,176,10400,22,2580,7488,583,1518,3420,16.9,38,1210,860,785,296,4163,48012,1874
174,174,174,79727,35666,44061,809,8047,5167,22250,26980,17283,48.8,48.8,48.7,57222,15289,7216,72387,2494,1753,594,2499,9209,20633,754,995,132,10522,22780,3935,2449,271,68734,1877,1407,3895,1647,87.1,72.4,84.3,70,5119,9880,9848,19564,4018,3314,19937,4877,3809,905,499,41,43757,21113,22644,61,66.6,56.7,41892,38549,852,2396,95,37835,3830,10246,15112,1431,7216,8968,13987,6250,2055,591,5043,4745,253,6045,2236,13705,7129,3916,3611,5155,18100,21250,15000,1958,2101,13705,7129,3916,3611,5155,20000,21250,18000,4574,5372,7836,5323,6641,1951,1682,8359,154,1073,2644,5285,3091,2419,1271,4142,7929,8328,5398,312,2875,3282,14783,14025,3954,2973,27525,3870,8477,7277,4899,2122,880,2.8,5403,10196,2925,425,827,3375,3870,504,2551,1715,4565,3686,3074,3999,7935,33270,542,535,3325,3415,2971,3891,7741,42030,5837,7377,14368,31,-,5836,7371,14300,18,-,15369,19919,43860,579,-,2371,3043,10411,6314,4258,1128,-,5427,11455,9433,-,730,480,541,828,406,435,319,1603,1295,12970,16.8,3977,2557,401,2978,2220,14.7,44,2526,1250,1206,235,6378,63030,3004
175L,175 - 176,175 - 176,11674,5039,6635,759,928,836,2730,3944,3236,50.7,50.1,51.5,7991,2856,827,10959,291,186,127,111,1602,2648,197,183,6,1863,3171,789,214,73,10277,565,83,523,46,83.7,66.6,76.9,64.2,1130,1652,1492,2865,502,660,2445,602,490,77,58,11,5358,2422,2936,49.9,52.2,48.1,5040,4584,156,300,-,6634,539,1403,1758,110,2824,860,1867,794,329,156,391,575,68,727,293,1503,910,638,422,547,19800,20050,17200,230,266,1503,910,638,422,547,20000,20050,20000,558,476,1320,871,676,165,174,753,47,157,253,772,252,276,181,515,765,995,790,84,338,489,1881,1677,365,290,3366,550,979,931,622,179,105,2.8,608,1142,368,75,100,362,550,161,411,155,374,364,620,530,912,34640,59,68,235,344,599,512,898,41890,-,2406,916,176,25,-,2385,903,53,25,-,6943,2500,2206,25,30,142,1341,1057,616,177,3,744,1844,411,-,223,144,119,43,152,136,56,140,98,7000,22.5,70,143,6,336,13500,24.8,54,469,687,474,67,500,8900,408
181L,181 - 184 and 191,181 - 184 及 191,12903,4318,8585,503,1473,776,4611,4170,1873,43.2,48.1,41.5,5266,1425,6212,6479,3679,486,1074,1185,726,2709,80,79,-,2580,4731,284,159,82,5661,380,40,5556,878,53.2,94.5,52.4,93.5,101,255,1019,3561,919,481,5094,564,652,235,54,23,8325,2577,5748,72.8,71.7,73.4,8193,6927,897,257,112,4710,613,1967,1447,132,551,1088,1520,406,123,16,463,4447,130,3762,573,545,445,279,497,1980,7000,70000,5020,83,102,436,443,279,497,1980,60000,93850,45000,1659,843,962,216,148,30,56,4279,-,117,215,510,116,114,71,1208,866,583,4378,15,326,688,1807,2603,1459,1310,2944,174,331,565,571,564,739,4.3,622,1416,136,31,59,218,174,288,117,73,214,109,199,160,2072,155010,34,13,42,68,101,123,1989,173840,-,-,2849,24,75,-,-,2847,22,75,-,-,12561,126,216,7,89,145,228,774,1700,1,409,965,1106,-,143,321,62,-,-,-,-,29,318,70000,38.2,112,65,36,1214,90000,40.8,223,1140,199,156,257,1498,7214,2059
190L,"190, 192 and 194","190, 192 及 194",12363,4523,7840,577,2093,623,3969,4086,1592,43.3,45.7,42.6,4758,1557,6048,5689,2916,373,1885,1500,706,2608,51,93,7,1846,4180,407,361,11,4499,602,72,5819,868,51.1,96.7,49.9,95.5,69,251,607,2967,579,514,5283,1487,443,172,60,-,7169,2438,4731,69.8,70.4,69.5,7072,5811,739,402,120,5291,571,2507,1417,240,556,330,2037,463,121,39,370,3475,237,2904,550,610,293,235,479,1881,10000,100000,5500,65,46,574,293,235,479,1881,65000,100000,39850,1587,1004,692,245,114,-,30,3400,-,99,125,544,82,34,132,1137,931,550,3427,11,236,696,2087,2050,984,1019,3161,304,439,511,806,586,515,3.8,645,1448,196,18,23,237,304,290,284,73,153,105,114,196,2236,117730,77,-,24,47,104,148,2054,165010,-,-,3080,106,-,-,-,3055,106,-,-,-,12047,316,-,18,36,111,379,1329,1288,-,627,823,1295,-,96,320,50,9,19,-,4,-,545,60000,27.4,126,-,1,1488,89330,46.3,182,877,252,282,241,1287,6954,1967
193L,193 and 195 - 198,193 及 195 - 198,22275,10383,11892,873,2782,1878,6756,8006,2853,44.3,46.1,43.1,13705,3194,5376,16345,2155,689,1554,1532,2968,5556,92,425,45,2718,6512,532,558,87,14682,564,340,4752,1292,75.8,87,72,84.4,385,1513,2951,6567,1080,1012,5985,1782,1019,284,239,29,12308,5322,6986,63.1,58.6,67.1,11872,10308,782,736,46,10403,1023,3593,2377,290,3120,1983,3525,1488,267,167,1366,2882,194,2799,716,2764,1382,1111,974,2080,18000,30000,11000,583,373,2706,1382,1111,974,2080,25000,30000,20000,1876,1252,2013,1206,1683,202,364,3276,-,241,450,1828,557,411,194,1032,2117,2051,2965,26,741,1001,3651,4142,1271,1066,6283,894,1365,1365,1446,729,484,3.2,1195,2610,505,82,250,546,894,201,375,221,676,670,501,1097,2743,50690,118,53,533,586,490,1066,2599,56040,889,981,4308,44,105,889,960,4312,17,105,2784,2425,14884,1770,412,185,873,1698,1534,1117,876,-,583,1683,2430,8,342,1237,70,64,47,16,-,144,242,13500,20.3,674,1314,74,1613,4960,16,56,2008,599,488,139,2433,13956,2007
211,211,211,13664,6245,7419,842,1126,905,4563,4285,2785,46.3,47.9,45.3,6518,3608,3538,9731,419,426,240,2848,1924,3502,97,208,54,2090,3665,514,396,88,8735,861,255,1531,1926,75.2,78.8,73.3,75.7,337,1278,1615,4079,821,507,3901,610,248,391,126,72,8162,4177,3985,65.1,72.2,59,7494,6097,466,845,86,6170,634,1405,2439,248,1444,2237,1494,755,545,156,1017,1066,224,1061,423,2434,1403,590,671,826,18000,21250,15000,303,418,2434,1403,590,671,826,20000,21250,17000,1051,984,1815,760,1023,317,153,1387,4,187,647,1876,349,414,264,634,906,1114,1077,26,666,922,2810,1820,731,545,5919,2061,1779,1084,530,294,171,2.3,1167,1023,528,30,170,580,2061,360,732,428,1274,935,499,766,1285,24040,209,112,1083,831,460,758,1249,30540,-,-,5512,329,77,-,-,5501,341,77,-,-,12971,610,83,587,1345,2256,1016,445,188,82,661,2050,2728,30,350,100,102,48,25,20,65,218,183,12500,27.3,95,650,734,1379,9610,33.8,36,364,508,526,79,1516,8448,1897
212,212,212,14551,6135,8416,729,1504,1048,4856,4810,2333,44.4,46.7,43.3,6584,3321,4646,9420,979,362,388,3402,1610,3289,161,291,57,2211,3992,653,587,196,8831,461,308,2709,1826,71.3,83.3,69.2,80.7,236,1142,1393,4393,989,592,4302,624,279,554,278,52,8696,3792,4904,66.7,70.1,64.2,8053,6584,460,965,44,6498,820,1889,2097,207,1485,2429,1364,827,532,143,1058,1639,61,1589,279,2583,1317,700,717,824,16500,25000,13500,294,245,2583,1317,700,717,824,20000,25000,16000,1240,898,1610,966,1287,107,167,1778,-,96,319,2299,233,324,332,657,1125,930,1725,13,536,961,2856,2055,933,712,6024,1971,1821,946,724,327,235,2.4,1073,1181,529,44,100,671,1971,455,871,238,1335,671,573,956,1380,28000,311,86,1105,555,550,942,1349,36470,-,-,5761,240,9,-,-,5775,240,9,-,-,13973,563,15,592,1278,2001,1288,493,369,3,717,1859,3032,20,191,205,115,30,41,49,74,364,44,12500,29,137,847,652,1621,10000,37.6,42,312,636,644,247,2123,8697,1476
213L,213 - 217,213 - 217,22408,9924,12484,795,2852,1642,8321,7065,2528,41.5,42.7,40.9,11871,5504,5033,17298,1224,589,502,2795,2546,5376,102,368,112,3301,6335,508,762,146,14467,1785,335,3152,1742,80.5,88.4,78.5,86.6,231,1038,1505,4810,1377,854,9741,1462,385,1215,262,71,13837,6248,7589,70.8,73.5,68.7,13234,11268,868,1024,74,9174,1065,3304,2517,347,1941,2018,3411,2513,1048,308,1350,2202,384,1856,331,2589,1962,1335,1849,3238,26250,40000,20000,305,258,2584,1962,1335,1849,3238,32500,40000,28370,2816,2823,3251,990,944,217,102,2091,-,499,385,2292,449,471,705,1971,1875,2570,1982,35,735,1125,5298,3797,1204,1075,8925,2887,2407,1653,1228,539,211,2.4,1566,2306,598,53,222,546,2887,747,1071,340,900,830,642,1276,3866,50040,293,88,731,739,606,1252,3800,60000,-,-,6621,2394,158,-,-,6618,2149,158,-,-,18279,3971,158,424,1233,3257,1935,1367,515,194,2266,1703,4155,56,367,378,195,43,36,49,73,868,1002,18500,20.3,131,452,504,3502,18500,33.3,55,723,1259,1548,235,2521,11705,3490
220L,220 and 226,220 及 226,11607,4932,6675,739,1300,1087,3911,3415,1894,43.1,45.7,41.9,6442,2548,2617,9027,831,435,94,1220,1349,2583,125,165,36,1629,3352,458,495,115,8129,384,173,1334,982,78.1,81.8,75.5,79.2,342,872,1290,2865,571,608,3759,532,188,591,152,31,6683,2860,3823,64.8,67.2,63.2,6339,5270,500,538,31,5268,514,1760,1663,115,1216,1130,1303,1096,486,152,701,1397,74,1387,419,1292,890,616,574,1130,20000,30000,13000,206,395,1292,890,616,574,1130,25000,30000,20000,823,978,1387,555,678,232,85,1592,9,135,389,1005,167,256,164,525,901,1268,1520,9,388,732,2049,1952,687,531,4016,1189,897,643,589,474,224,2.7,584,1237,203,69,128,415,1189,191,306,332,761,421,291,503,1402,36390,66,199,658,406,271,440,1341,41600,-,-,3819,140,83,-,-,3799,134,83,-,-,11069,329,209,567,706,776,680,599,668,20,745,1220,1551,12,161,327,81,45,20,59,15,187,338,20000,19.5,139,680,423,648,7000,32,56,193,920,414,51,947,7180,1303
221,221,221,79898,36292,43606,832,8836,6236,25939,23370,15517,44.1,44.6,43.8,41388,31705,6805,73248,1269,1515,446,3420,10415,18617,652,1762,290,11341,20134,3931,3419,501,65502,3496,2521,3163,2174,89.9,69.5,87.3,65.4,3067,9057,13107,21792,3787,3669,16583,5956,916,3128,1023,92,43979,21781,22198,61.9,68.6,56.4,41134,36680,1138,3155,161,38764,4402,10530,12545,1847,9440,10127,8039,6733,4307,1364,6527,3365,672,5083,2707,15467,7520,3874,3268,3054,17000,19000,15500,2714,2619,15467,7520,3874,3268,3054,18000,19000,17000,3878,4803,8059,5605,8293,2650,1189,6560,97,829,4526,8542,2289,3003,1284,4066,5887,6055,4398,255,3220,4546,14253,12553,4108,2454,33155,10254,10576,6188,4142,1563,432,2.3,5653,7587,4237,298,567,3069,10254,1490,4551,2545,7419,5015,3495,4577,5553,23030,1189,1177,6203,4728,3416,4491,5428,30000,-,-,32324,685,210,-,-,32282,663,210,-,-,76983,2616,299,3645,8654,13395,5605,1391,401,64,5724,12059,13875,143,1007,347,662,212,563,563,783,2190,751,10500,22.9,807,5395,3688,4475,6500,33.8,31,1670,3946,3622,518,8636,51145,7371
